0	1	4298118681424640000	7686695	385	3	3	1601	5521	7709	576	490234	1	3
0	1	4860571499428580000	21560664	37484	2	2	2255103	317	48989	44771	490234	1	3
0	1	9704320783495870000	21748480	36759	3	3	4532751	60721	685038	29681	490234	1	3
0	1	13677630321509000000	3517124	23778	3	1	1601	2155	1207	1422	490234	1	3
0	1	3284760244799600000	20758093	34535	1	1	4532751	77819	266618	222223	490234	1	3
0	1	10196385171799500000	21375650	36832	2	1	4688625	202465	457316	429545	490234	1	3
0	1	4203081172173600000	4427028	28647	3	1	4532751	720719	3402221	2663964	490234	1	3
0	1	4203081172173600000	4428493	28647	2	2	13171922	1493	11658	5668	490234	1	3
0	1	585474943700910000	20945590	35083	2	1	35143	28111	151695	128782	490234	1	3
0	1	9684554778607000000	21406020	36943	2	2	4688625	202465	1172072	973354	490234	1	3
0	1	4860571499428580000	21560710	37484	2	2	4165614	4107	338524	817824	490234	1	3
0	1	16955212292252900000	20730678	34364	2	2	35143	28111	587150	523997	490234	1	3
0	1	6912851286990250000	20936539	19186	2	1	34683	61158	81684	373859	490234	1	3
0	1	11896053558251200000	10295418	28179	3	2	4532751	720719	2405086	2008317	490234	1	3
0	1	6414307266338360000	21183505	35668	2	2	6259	234	15494	1608	490234	1	3
0	1	4860571499428580000	21560710	37484	2	2	4165614	4107	338524	572221	490234	1	3
0	1	11689327222955500000	21021375	27701	3	2	1601	2155	8580	8736	490234	1	3
0	1	10664591050012700000	20620168	30128	2	1	2255103	419	30486	8760	490234	1	3
0	1	10664591050012700000	20801912	30128	2	1	13171922	1493	3224	5611	490234	1	3
0	1	10664591050012700000	20443036	30128	2	1	4165614	31212	201749	170546	490234	1	3
0	1	10664591050012700000	21392028	30128	2	1	4165614	23791	72800	5369	490234	1	3
0	1	5755859435141370000	21498278	37333	2	1	12860333	5090	43504	40011	490234	1	3
0	1	14340390157469400000	4418786	23808	2	2	12860333	5090	3980	4306	490234	1	3
0	1	15145901239598200000	21894794	37932	2	2	34683	138007	531155	425543	490234	1	3
0	1	16531381574307500000	22103400	38592	2	1	6259	275	73124	74536	490234	1	3
